CRASH_ID,CTY_NAME,MUN_NAME,DATE,DAY,TIME,POL_CODE,POL_DEPT,POL_STA,KILLED,INJURED,PED_KILL,PED_INJ,SEVERITY,INTERSEC,ALCOHOL,HAZMAT,CRASH_TYPE,VEH_COUNT,LOCATION,LOC_DIR,ROUTE,RT_SFX,SRI,MP,RD_SYS,RD_CHAR,RD_SURF,SURF_COND,LIGHT,WEATHER,RD_DIV,RD_WRKZN,X_DIST,DIST_UNT,X_DIR,X_NAME,IS_RAMP,RAMP_RT,RAMP_DIR,SPD_LMT,SPD_X,LAT,LONG,CELL_USE,PROP_DMG,BADGE,TIME_ROUND,TMC
2015132815-09098               ,MONMOUTH    ,MARLBORO TWP            ,3/31/2015,TU,1641,1,MARLBORO TWP PD          ,,0,0,0,0,P,B,N,N,1,2,MONMOUTH COUNTY 3                                 ,W,3,,13000003__      ,9.62,5,1,2,1,1,0,5,1,200,FE,E,NJ 79                              ,,,,40,45,,,N,,109,16:40,120+04730
2018090918-020964              ,HUDSON      ,SECAUCUS TOWN           ,9/9/2018,SU,1031,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,10.04,2,,2,2,1,2,3,1,,,,,F,CR 681/PATERSON PLANK RD ,WB,45,,,,N,,,10:30,120P04729
2013160213-11588               ,PASSAIC     ,CLIFTON CITY            ,10/17/2013,TH,1556,1,CLIFTON PD               ,CLIFTON        ,0,9,0,0,I,B,N,N,4,3,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,200,FE,E,,T,RT 46                    ,WB,50,,,,N,CONCRETE BARRIER  LANDSCAPING                                                   ,12573,15:55,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/21/2016,TH,1748,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,500,FE,E,,T,CR 601                   ,NB,55,,,,N,NONE                                                                            ,7205,17:50,120+07449
2014160214-12617               ,PASSAIC     ,CLIFTON CITY            ,11/26/2014,W ,1404,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.89,2,1,2,3,1,3,1,1,1320,FE,E,CR 622 / BLOOMFIELD AVE            ,,,,55,25,40.83846,74.15715,N,NONE                                                                            ,500,14:05,120+07444
2013160213-11597               ,PASSAIC     ,CLIFTON CITY            ,10/17/2013,TH,1743,1,CLIFTON PD               ,PATROL CAR # 11,0,1,0,0,I,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,2.8,2,1,2,1,3,1,1,1,50,FE,W,826 ROUTE 3 WEST                   ,,,,55,15,,,N,NONE                                                                            ,11502,17:45,120+07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/22/2016,F ,734,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,,,,,F,MAIN AVE                 ,WB,55,,,,N,NONE                                                                            ,7124,7:35,120+07449
2017090917-020656              ,HUDSON      ,SECAUCUS TOWN           ,12/15/2017,FR,1916,1,SECAUCUS PD              ,HQTS           ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,9.4,2,,2,5,6,3,1,1,,,,,,,,40,,,,N,,150,19:15,120+04732
2014160214-12637               ,PASSAIC     ,CLIFTON CITY            ,11/27/2014,TH,,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,0.1,2,4,2,2,6,3,1,1,100,FE,E,VALLEY ROAD                        ,,,,55,35,,,N,NONE                                                                            ,13216,#VALUE!,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/22/2016,F ,1731,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,200,FE,E,,T,GROVE ST                 ,,55,,,,N,NONE                                                                            ,7224,17:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/22/2016,F ,1738,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.73,2,1,2,1,6,1,1,1,150,FE,E,,T,PASSAIC COUNTY 622       ,NB,55,,,,N,NONE                                                                            ,7215,17:40,120+07444
2017090917-020713              ,HUDSON      ,SECAUCUS TOWN           ,12/17/2017,SU,13,1,SECAUCUS PD              ,HEADQUARTERS   ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,9.6,2,,2,1,6,1,1,1,600,FE,W,,,,,55,,,,N,,121,1:15,120+04731
2015132815-12972               ,MONMOUTH    ,MARLBORO TWP            ,5/5/2015,TU,1450,1,MARLBORO TWP PD          ,,0,1,0,0,I,B,N,N,1,2,MONMOUTH COUNTY 3                                 ,W,3,,13000003__      ,9.74,5,1,2,1,1,1,5,1,500,FE,W,UNION AVE                          ,,,,45,,,,N,,77,14:50,120+04730
2014160214-12644               ,PASSAIC     ,CLIFTON CITY            ,11/28/2014,F ,343,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,6,1,1,1,,,,,F,CR 601                   ,,55,,,,N,NONE                                                                            ,6022,3:45,120+07449
2014160214-12677               ,PASSAIC     ,CLIFTON CITY            ,11/28/2014,F ,1315,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,4,NJ 3                                              ,W,3,,00000003__      ,3.82,2,1,2,1,1,1,1,1,250,FE,E,MAIN AVE                           ,,,,55,55,,,N,,260,13:15,120+07442
2014160214-12704               ,PASSAIC     ,CLIFTON CITY            ,11/29/2014,SA,1821,1,CLIFTON PD               ,,0,2,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.7,2,1,2,1,6,1,1,1,300,FE,E,CR 622 / BLOOMFIELD AVE            ,,,,55,35,40.83992,74.16021,N,,260,18:20,120+07444
2013160213-11710               ,PASSAIC     ,CLIFTON CITY            ,10/20/2013,S ,1325,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,1,1,,,,,F,MAIN AVE                 ,,55,,,,N,NONE                                                                            ,5010,13:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/24/2016,S ,742,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,,2,4,2,5,1,1,5,1,,,,,F,GARDEN STATE PARKWAY     ,SB,55,,,,N,NONE                                                                            ,7131,7:40,120+07449
2014160214-12737               ,PASSAIC     ,CLIFTON CITY            ,11/30/2014,S ,2158,1,CLIFTON PD               ,PATROL         ,0,1,0,0,I,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,0.6,2,1,2,1,6,1,1,1,500,FE,E,CR 623 / GROVE ST                  ,,,,55,35,40.86417,74.18156,N,DAMAGE TO THE GUARD RAIL                                                        ,6019,22:00,120P07448
2015132815-17602               ,MONMOUTH    ,MARLBORO TWP            ,6/13/2015,SA,110,1,MARLBORO TWP PD          ,,2,0,0,0,F,B,Y,N,11,2,MONMOUTH COUNTY 3                                 ,W,3,,13000003__      ,4.58,5,1,2,1,5,1,5,1,1056,FE,N,DARLENE CT                         ,,,,40,25,,,N,MAILBOX OF 505 TENNENT ROAD AND TREES IN THE WOODED AREA                        ,72,1:10,120+04740
2018090918-022203              ,HUDSON      ,SECAUCUS TOWN           ,9/20/2018,TH,806,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,8.6,2,,2,1,1,1,4,1,,,,,F,MEADOWLANDS PKWY         ,NB,25,,,,N,,,8:05,120+04733
2017090917-020961              ,HUDSON      ,SECAUCUS TOWN           ,12/20/2017,WE,1905,1,SECAUCUS PD              ,HEADQUARTERS   ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,9.6,2,,2,1,6,1,1,1,,,,,,,,55,,,,N,,174,19:05,120+04731
2014160214-12768               ,PASSAIC     ,CLIFTON CITY            ,12/1/2014,M ,1729,1,CLIFTON PD               ,POST 7         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,2,7,2,1,1,1320,FE,E,,T,MAIN AVE                 ,,55,,,,N,NONE                                                                            ,1030,17:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/25/2016,M ,2139,1,CLIFTON PD               ,,0,3,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,3,6,1,1,1,25,FE,W,,F,CR 601                   ,NB,55,,,,N,NONE                                                                            ,7215,21:40,120+07449
2013160213-11830               ,PASSAIC     ,CLIFTON CITY            ,10/23/2013,W ,2224,1,CLIFTON PD               ,PATROL CAR #6  ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,6,1,1,2,1000,FE,E,,,,,55,,,,N,,11502,22:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/26/2016,TU,859,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,5,5,1,500,FE,E,,F,RT 444                   ,NB,55,,,,N,NONE                                                                            ,7131,9:00,120+07449
2013160213-11846               ,PASSAIC     ,CLIFTON CITY            ,10/24/2013,TH,1214,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.85,2,2,2,1,1,1,1,2,200,FE,W,NJ 21                              ,,,,55,55,,,N,,260,12:15,120P04739
2014160214-12799               ,PASSAIC     ,CLIFTON CITY            ,12/2/2014,TU,1423,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0.51,2,1,2,2,1,3,1,1,1320,FE,E,GROVE ST                           ,,,,50,25,,,N,NONE                                                                            ,7033,14:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/26/2016,TU,901,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,5,1,1,1,1,50,FE,E,,T,PASSAIC AVENUE           ,,50,,,,N,NONE                                                                            ,7173,9:00,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/27/2016,W ,810,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0,2,1,2,1,1,5,5,1,25,FE,E,US 46                              ,,,,55,,,,N,NONE                                                                            ,7131,8:10,120+07449
2017090917-021227              ,HUDSON      ,SECAUCUS TOWN           ,12/24/2017,SU,2239,1,SECAUCUS PD              ,HQTRS          ,0,3,0,0,I,B,N,N,11,2,NJ 3                                              ,W,3,,00000003__      ,8.6,2,,2,2,6,2,2,1,,,,,F,MEADOWLANDS PWKY         ,NB,50,,,,N,,161,22:40,120+04733
2013160213-11884               ,PASSAIC     ,CLIFTON CITY            ,10/25/2013,F ,1316,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,,,,,F,CR 601                   ,WB,55,,,,N,,260,13:15,120+07449
2014160214-12824               ,PASSAIC     ,CLIFTON CITY            ,12/2/2014,TU,1732,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.28,2,1,2,2,3,2,1,1,300,FE,W,BROAD ST                           ,,,,55,25,,,N,NONE                                                                            ,6009,17:30,120+07447
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/28/2016,TH,751,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.8,2,2,2,1,1,1,1,1,500,FE,W,NJ 21                              ,,,,55,55,,,N,NONE                                                                            ,7118,7:50,120P04739
2018090918-022919              ,HUDSON      ,SECAUCUS TOWN           ,9/25/2018,TU,1716,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,8.8,2,,2,2,1,2,4,1,,,,,,,,50,,,,N,,157,17:15,120+04733
2013160213-11908               ,PASSAIC     ,CLIFTON CITY            ,10/26/2013,SA,119,1,CLIFTON PD               ,,0,3,0,0,I,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,0,2,5,2,1,6,1,3,1,,FE,E,US 46                              ,,,,35,,,,N,TREE  SIGN                                                                      ,12504,1:20,120+07449
2013160213-1193                ,PASSAIC     ,CLIFTON CITY            ,2/1/2013,F ,1126,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,1,1,,,,,F,PASSAIC AVE              ,WB,55,,,,N,NONE                                                                            ,224,11:25,120+07449
2014160214-12952               ,PASSAIC     ,CLIFTON CITY            ,12/7/2014,S ,328,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,0.6,2,1,2,2,6,1,1,1,500,FE,E,CR 623 / GROVE ST                  ,,,,55,35,40.86417,74.18156,N,POLE 69733C                                                                     ,523,3:30,120P07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/28/2016,TH,1920,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,3,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,6,1,1,1,100,FE,W,,F,PASSAIC AVE              ,,55,,,,N,NONE OBSERVED/REPORTED                                                          ,7177,19:20,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/29/2016,F ,821,1,CLIFTON PD               ,,0,3,0,0,I,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,3.84,2,2,2,1,1,1,5,1,100,FE,E,CR 601 / MAIN AVE                  ,,,,55,35,,,N,NONE                                                                            ,7124,8:20,120+07442
2017090918-028694              ,HUDSON      ,SECAUCUS TOWN           ,11/3/2017,FR,1143,1,SECAUCUS PD              ,HQ             ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,10,2,,2,1,1,1,1,1,,,,,,,,45,,,,N,,142,11:45,120P04729
2013160213-12015               ,PASSAIC     ,CLIFTON CITY            ,10/28/2013,M ,1823,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,,AT,,,F,MAIN AVENUE              ,,35,,,,N,,279,18:25,120+07449
2014160214-1337                ,PASSAIC     ,CLIFTON CITY            ,2/4/2014,TU,832,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,2,1,1,1,1,100,FE,E,,T,CR 622                   ,NB,25,,,,N,NONE                                                                            ,283,8:30,120+07449
20170909SO-17-023016           ,HUDSON      ,SECAUCUS TOWN           ,7/19/2017,WE,1236,3,HUDSON CO SHERIFFS DEPT  ,PATROL         ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,,2,1,1,1,2,1,,,,,,,,25,,,,N,,450,12:35,120+07449
2013160213-1202                ,PASSAIC     ,CLIFTON CITY            ,2/1/2013,F ,1544,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,1,2,30,FE,W,,F,CR 601                   ,EB,25,,,,N,NONE                                                                            ,6019,15:45,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/31/2016,S ,1146,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,2,1,1,5,1,,AT,,,F,MAIN AVE                 ,WB,55,,,,N,NONE                                                                            ,7167,11:45,120+07449
2014160214-1343                ,PASSAIC     ,CLIFTON CITY            ,2/4/2014,TU,945,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0.42,2,1,2,2,1,3,1,1,500,FE,W,CR 623 / GROVE ST                  ,,,,50,30,40.86663,74.18331,N,NONE                                                                            ,268,9:45,120+07449
2017160217-06456               ,PASSAIC     ,CLIFTON CITY            ,8/23/2017,WE,1558,3,PASSAIC CO SHERIFFS DEPT ,SHERIFF'S PATR?,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.86,2,,2,1,1,1,1,1,200,FE,E,CR 601 / MAIN AVE                  ,,,,45,25,,,N,,1118,16:00,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/31/2016,S ,1244,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,2,1,1,5,1,25,FE,E,,T,MAIN AVE                 ,WB,55,,,,N,NONE                                                                            ,7167,12:45,120+07449
2017160217-08228               ,PASSAIC     ,CLIFTON CITY            ,10/26/2017,TH,2045,3,PASSAIC CO SHERIFFS DEPT ,SHERIFF'S PATR?,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,1.32,2,,2,1,6,1,5,1,50,FE,E,NJ PARKWAY SOUTH ON RAMP           ,,,,55,15,,,N,,1163,20:45,120P07446
2018090918-024080              ,HUDSON      ,SECAUCUS TOWN           ,10/4/2018,TH,1709,1,SECAUCUS PD              ,,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,8.6,2,,2,2,1,2,1,1,,AT,,MEADOWLANDS PKWY                   ,,,,50,,,,N,,180,17:10,120+04733
2018090918-024194              ,HUDSON      ,SECAUCUS TOWN           ,10/5/2018,FR,1721,1,SECAUCUS PD              ,,0,1,0,0,I,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,8.6,2,,2,1,1,1,1,1,,AT,,MEADOWLANDS PKWY                   ,,,,55,,,,N,,,17:20,120+04733
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/3/2016,W ,841,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,2,1,2,1,1,,,,,F,MAIN AVE                 ,WB,55,,,,N,NONE                                                                            ,7118,8:40,120+07449
2014160214-1386                ,PASSAIC     ,CLIFTON CITY            ,2/4/2014,TU,2221,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,0.47,2,1,2,1,6,1,1,1,200,FE,W,CR 623 / GROVE ST                  ,,,,,35,40.86592,74.1827,N,DOT SIGN ON CEMENT ISLAND                                                       ,260,22:20,120+07449
2013160213-12167               ,PASSAIC     ,CLIFTON CITY            ,11/1/2013,F ,25,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,3.17,2,2,2,2,6,2,1,1,1320,FE,W,CR 603 / PASSAIC AVE               ,,,,55,35,,,N,UTILITY POLE # 11280C                                                           ,7027,2:25,120P07443
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/3/2016,W ,853,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,2,1,2,1,1,,,,,T,GSP                      ,NB,55,,,,N,NONE                                                                            ,7128,8:55,120+07449
2014160214-1444                ,PASSAIC     ,CLIFTON CITY            ,2/6/2014,TH,1845,1,CLIFTON PD               ,POST 7         ,0,1,0,0,I,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0,2,5,2,1,5,1,1,1,,AT,,,F,PASSAIC AVE              ,,55,,40.87102,74.18962,N,NONE                                                                            ,7030,18:45,120+07449
2013160213-12188               ,PASSAIC     ,CLIFTON CITY            ,11/1/2013,F ,1108,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,2,1,5,1,1,,,,,F,PASSAIC AVE              ,WB,55,,,,N,,260,11:10,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/3/2016,W ,1715,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.64,2,1,2,2,6,2,1,1,1800,MI,W,CR 622 / BLOOMFIELD AVE            ,,,,55,35,,,N,NONE                                                                            ,7105,17:15,120+07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/3/2017,TU,1638,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0.53,2,,2,2,6,2,1,1,100,FE,E,CR 623 / GROVE ST                  ,,,,55,35,40.86495,74.18173,N,,7166,16:40,120+07449
2013160213-12252               ,PASSAIC     ,CLIFTON CITY            ,11/2/2013,SA,1841,1,CLIFTON PD               ,CLIFTON        ,0,3,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,100,FE,W,,F,ROUTE 21                 ,SB,55,,,,N,,12506,18:40,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/4/2017,WE,800,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,15,1,NJ 3                                              ,W,3,,00000003__      ,0.45,2,,2,1,1,1,1,1,300,FE,W,CR 623 / GROVE ST                  ,,,,55,25,40.86583,74.18234,N,,7080,8:00,120+07449
2015132815-6232                ,MONMOUTH    ,MARLBORO TWP            ,3/7/2015,SA,653,1,MARLBORO TWP PD          ,,0,0,0,0,P,B,N,N,2,2,MONMOUTH COUNTY 3                                 ,W,3,,13000003__      ,6.01,5,1,2,1,1,1,5,1,100,FE,E,ROUTE 520                          ,,,,40,45,,,N,,61,6:55,120P04737
2018090918-024741              ,HUDSON      ,SECAUCUS TOWN           ,10/10/2018,WE,1959,1,SECAUCUS PD              ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,9.76,2,,2,1,6,1,2,1,,AT,,I-95 / NEW JERSEY TURNPIKE         ,,,,50,,,,N,,,20:00,120+04730
2013160213-12275               ,PASSAIC     ,CLIFTON CITY            ,11/3/2013,S ,1131,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,5,1,1,,,,,F,PASSAIC AVE.             ,,55,,,,N,NONE                                                                            ,5010,11:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/6/2016,SA,1405,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,5,1,,,,,F,CR 601                   ,WB,55,,,,N,NONE                                                                            ,7096,14:05,120+07449
2014160214-1560                ,PASSAIC     ,CLIFTON CITY            ,2/9/2014,S ,923,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,,,,,F,MAIN AVE                 ,WB,35,,,,N,,,9:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/6/2016,SA,1528,1,CLIFTON PD               ,,0,3,0,0,I,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,250,FE,W,,F,CR 601                   ,,55,,,,N,NONE                                                                            ,7215,15:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/4/2017,WE,1105,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,,2,1,1,1,2,1,,,,,F,PASSAIC AVENUE           ,WB,55,,40.8348,74.14806,N,,7080,11:05,120+07449
2018090918-024837              ,HUDSON      ,SECAUCUS TOWN           ,10/11/2018,TH,1943,1,SECAUCUS PD              ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,8.5,2,,2,2,1,1,1,1,,AT,,MEADOWLANDS PKWY                   ,,,,55,,,,N,,,19:45,120P04733
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/6/2016,SA,1805,1,CLIFTON PD               ,,0,2,0,0,I,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,1.28,2,1,2,1,6,1,1,1,100,FE,E,ROUTE 509 / BROAD ST               ,,,,55,25,,,N,MINOR TO CONCRETE BARRIER                                                       ,7166,18:05,120+07447
2013160213-12383               ,PASSAIC     ,CLIFTON CITY            ,11/6/2013,W ,918,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,1,1,,,,,F,CR 601                   ,,55,,,,N,NONE                                                                            ,5010,9:20,120+07449
2014160214-1618                ,PASSAIC     ,CLIFTON CITY            ,2/10/2014,M ,1754,1,CLIFTON PD               ,POST 7         ,0,2,0,0,I,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,6,1,1,1,450,FE,W,,,PASSAIC AVE              ,,55,,,,N,NONE                                                                            ,7030,17:55,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/4/2017,WE,1438,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,,2,,2,1,1,1,1,1,,,,,T,ALLWOOD RD               ,,55,,40.85427,74.17655,N,,7166,14:40,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/10/2016,W ,1526,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,3.55,2,2,2,1,1,1,1,1,700,FE,E,CR 603 / PASSAIC AVE               ,,,,55,35,,,N,NONE                                                                            ,7105,15:25,120+07443
2013160213-12420               ,PASSAIC     ,CLIFTON CITY            ,11/7/2013,TH,954,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,2,1,2,1,2,,,,,F,MAIN AVE                 ,WB,55,,,,N,,260,9:55,120+07449
2014160214-1664                ,PASSAIC     ,CLIFTON CITY            ,2/11/2014,TU,1201,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,5,1,10,FE,,,F,PASSAIC COUNTY 623       ,WB,,,,,N,,269,12:00,120+07449
2013160213-12445               ,PASSAIC     ,CLIFTON CITY            ,11/7/2013,TH,1534,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.26,2,1,2,2,1,2,1,1,,AT,E,ROUTE 509 / BROAD ST               ,,,,55,25,,,Y,NONE                                                                            ,6019,15:35,120P07447
2013160213-12457               ,PASSAIC     ,CLIFTON CITY            ,11/8/2013,F ,728,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,3.46,2,2,2,1,1,1,1,1,200,FE,E,CR 603 / PASSAIC AVE               ,,,,55,,,,N,,260,7:30,120+07443
2013160213-12497               ,PASSAIC     ,CLIFTON CITY            ,11/9/2013,SA,1327,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.01,2,1,2,1,1,1,1,2,1000,FE,E,CR 601 / MAIN AVE                  ,,,,45,25,,,N,NONE                                                                            ,239,13:25,120+07442
